Number;Nama Media;Jenis Media;Penanggung Jawab;Pemimpin Redaksi;Badan Hukum;Provinsi;Alamat;Telp;Email;Website;Status;Tgl Approve
1356;KudusTV;Televisi;;;PT;Jawa Tengah;Griya Kencana2, Jl. Gaharu Raya No.48, Kel. Sidokerto, Kec. Pati;;;;Terverifikasi Administrasi;2018-09-04
1357;tvOne Semarang;Televisi;;;PT;Jawa Tengah;"Jl. Rawa Terate II No.2, Jakarta Timur
Pemancar : Jl. Stasiun Relay, Gunung Gantungan, Desa Gantungan, Kec. Jatinegara, Kota Tegal";;;;Terverifikasi Administrasi;2018-09-04
1358;Metro TV Jateng;Televisi;;;PT;Jawa Tengah;;;;;Terverifikasi Administrasi;2018-09-04
1359;Global TV Semarang;Televisi;;;PT;Jawa Tengah;Jl. Bukit Merpati II Gombel Semarang Jawa Tengah 50235;;;;Terverifikasi Administrasi;2018-09-04
1360;ANTV Semarang;Televisi;;;PT;Jawa Tengah;Jl. Bukit Merpati II RT. 02 RW. 10, Kel. Ngesrep, Kec. Banyumanik;;;;Terverifikasi Administrasi;2018-09-04
1361;Trans TV Semarang;Televisi;;;PT;Jawa Tengah;Jl. Bukit Merpati II Bukit Sari Gombel, Komplek HUBDAM IV Diponegoro, Kel. Ngesrep, Kec. Banyumanik, Kota Semarang;;;;Terverifikasi Administrasi;2018-09-04
1362;Nusa Vision;Televisi;;;PT;Jawa Tengah;Jl. Perum Rinjani No. 1 RT. 01 RW. 22, Kel. Sidanegara, Kec. Cilacap Tengah, Kab. Cilacap, Prov. Jateng;;;;Terverifikasi Administrasi;2018-09-04
1363;besTVision;Televisi;;;PT;Jawa Tengah;BTC B-7, Jl. Letkol Sunaryo No. 2, Kel. Kedung Lumbu, Kec. Pasar Kliwon, Surakarta;;;;Terverifikasi Administrasi;2018-09-04
1364;Megavision;Televisi;;;PT;Jawa Tengah;Jl. Suyudono 145/179, Kel. Bulustalan, Kec. Semarang Selatan;;;;Terverifikasi Administrasi;2018-09-04
1365;Transdata TV;Televisi;;;PT;Jawa Tengah;Jl. KH, Wachid Hasyim No. 55A, Kel. Karangklesem, Kec. Purwokerto Selatan, Kab. Banyumas, Prov. Jawa Tengah;;;;Terverifikasi Administrasi;2018-09-04
1366;Wava TV Kabel;Televisi;;;PT;Jawa Tengah;Jl. Semangka 7, Kel. Bandarjo, Kec. Ungaran Barat, Kota Semarang, Prov. Jawa Tengah;;;;Terverifikasi Administrasi;2018-09-04
1367;Yasifat Kabelvision;Televisi;;;PT;Jawa Tengah;Jl. Sultan Hasanudin RT.22A, No.27, Kel. Brebes Tengah, Kec. Bontang;;;;Terverifikasi Administrasi;2018-09-04
1368;TA TV;Televisi;;;PT;Jawa Tengah;Jln.Brigjend Katamso 173 Mojosongo,Solo;0271-852643;publicrelations@tatv.co.id;;Terverifikasi Administrasi dan Faktual;2018-09-04
1369;tribunjateng.co;Siber;;;PT;Jawa Tengah;Jl. Menteri Supeno No. 30, Semarang;024 8455959;redaksi@tribunjateng.com;www.tribunjateng.co;Terverifikasi Administrasi dan Faktual;2018-09-04
1370;radarsemarang.com;Cetak;;;PT;Jawa Tengah;Jl. Veteran 55 Semarang;024 8414280;;www.radarsemarang.com;Terverifikasi Administrasi dan Faktual;2018-09-04
1371;Wawasan;Cetak;;;PT;Jawa Tengah;Jl. Kawi No.20 Semarang;024 8507070;redaksi@koranwawasan.com;;Terverifikasi Administrasi dan Faktual;2018-09-04
1372;suaramerdeka.com;Siber;;;PT;Jawa Tengah;Jl. Raya kaligawe KM 5 Semarang;024 6580900;rep@suaramerdeka.com;www.suaramerdeka.com;Terverifikasi Administrasi dan Faktual;2018-09-04
1373;Dhoho TV;Televisi;;;PT;Jawa Timur;"kantor dan studio:
Jl. Mayjend Panjaitan No.1, Kel. Bangsai, Kec. Pesantren, Kota Kediri,Prov. Jawa Timur
pemancar:
Jl. Selopanggung Kel. Selopanggung, Kec. Semen, Kab. Kediri, Prov.Jawa Timur";;;;Terverifikasi Administrasi;2018-09-04
1374;TV Anak Surabaya;Televisi;;;PT;Jawa Timur;JL. COMAL NO. 4, KEPUTRAAN, TEGALSARI, SURABAYA;;;;Terverifikasi Administrasi;2018-09-04
1375;MH TV;Televisi;;;PT;Jawa Timur;"Ruko Rich Palace Blok I No.17, Jl. Mayjen Sungkono No.149-151, Kel. Dukuh Pakis, Kec. Dukuh Pakis, Kota Surabaya

Jl. Kertajaya Indah No.61, Kel. Manyar Sabrangan, Kec. mulyorejo";;;;Terverifikasi Administrasi;2018-09-04
1376;Madura Channel;Televisi;;;PT;Jawa Timur;JL. ADIRASA NO 05-06, BUM1SUMEKAR, KEL. KOLOR, KEC. KOTA;;;;Terverifikasi Administrasi;2018-09-04
1377;MN TV;Televisi;;;PT;Jawa Timur;"Ruko Rich Palace Blok H-18, Jl. Mayjen Sungkono 149-151, Kel. Dukuh Pakis, Kec. Dukuh Pakis
Pemancar:
Jl. Sambisari 3 No.5, Kel. Lakasantri, Kec. Lakasantri";;;;Terverifikasi Administrasi;2018-09-04
1378;B-One TV;Televisi;;;PT;Jawa Timur;JL. LETTU SUYITNO NO 27 A KEL. MULYO AGUNG, KEC. BOJONEGORO;;;;Terverifikasi Administrasi;2018-09-04
1379;BBS TV;Televisi;;;PT;Jawa Timur;"Alamat Kantor:
JL. PERAK BARAT 225-227, KEL. PERAK UTARA, KEC. PABEAN CANTIAN
Alamat Studio:
Jl. Puncak Permai Utara 1-2, Kel. Lontar, Kec. Sambikerep
Alamat Pemancar:
Jl. Sambisari III/5, Kel. Lontar, Kec. Sambikerep";;;;Terverifikasi Administrasi;2018-09-04
1380;Arek TV;Televisi;;;PT;Jawa Timur;JL. CIPTA MENANGGAL UTARA NO 66 MENANGGAL, GAYUNGAN;;;;Terverifikasi Administrasi;2018-09-04
1381;Kompas TV d/h BC Channel;Televisi;;;PT;Jawa Timur;Jl. Dukuh Kupang Barat No.129, Kel. Dukuh Kupang, Kec. Dukuh Pakis;;;;Terverifikasi Administrasi;2018-09-04
1382;NET. Jember d/h TV Anak Jember;Televisi;;;PT;Jawa Timur;"Kantor: Jl. Nusantara Kav.11 RT.04/RW.12, Perum Bumi Kaliwates Lingkungan Condro Selatan, Kel. Kaliwates, Kec. Kaliwates

Pemancar: Jl. Raya Rembangan RT.03/RW.07, Dusun Darungan, Desa Kemuning Lor, Kec. Arjasa";;;;Terverifikasi Administrasi;2018-09-04
1383;Surabaya TV;Televisi;;;PT;Jawa Timur;RUKO PERMATA BINTARO KAV. 22'-23 KEL. DR SUTOMO, TEGALSARI;;;;Terverifikasi Administrasi;2018-09-04
1384;Pacitan TV/JTV Pacitan;Televisi;;;PT;Jawa Timur;;;;;Terverifikasi Administrasi;2018-09-04
1385;Trenggalek TV/JTV Trenggalek;Televisi;;;PT;Jawa Timur;Jl. KH. Ahmad dahlan No.28, Kab. Trenggalek;;;;Terverifikasi Administrasi;2018-09-04
1386;JM TV;Televisi;;;PT;Jawa Timur;"Kantor Dan Studio:
Jl. Hayam Wuruk No.148A, Kel. Sempursari, Kec. Kaliwates, Kab. Jember
Pemancar:
Dusun Andongsari, Desa Tugusari, Kec. Bangsaksari, Kab. Jember";;;;Terverifikasi Administrasi;2018-09-04
1387;JMTV;Televisi;;;PT;Jawa Timur;"Kantor dan studio:
Jl. Panglegur 100, Kel. Panglegur, Kec. Tlamakam, Kab. Pamekasan
Pemancar:
Desa Cenlecen, Kac. Pakong, Kab. pamekasan";;;;Terverifikasi Administrasi;2018-09-04
1388;Jember TV;Televisi;;;PT;Jawa Timur;"Kantor : Jl. Imam Bonjol 129, Kel. Tegal Besar, Kec. Kaliwates, Kota Jember
Pemancar : Jl. Raya Rembangan, Ds. Kemuning Lor, Kec. Arjasa";;;;Terverifikasi Administrasi;2018-09-04
1389;JTV Banyuwangi;Televisi;;;PT;Jawa Timur;"Kantor : Jl. Ikan Paus No.4, Kel. Karang Rejo, Kec. Banyuwangi, Kota Banyuwangi
Pemancar : Kel. Alas Malang, Kec. Singojuruh, Banyuwangi, Jawa Timur";;;;Terverifikasi Administrasi;2018-09-04
1390;Matoh TV;Televisi;;;PT;Jawa Timur;"Kantor : Jl. A. Yani No.39, Ds. Kalianyar, Kec. Kapas, Kab. Bojonegoro
Pemancar : Ds. Ngesong, Desa Ngandong, Kec. Rengel, Tuban";;;;Terverifikasi Administrasi;2018-09-04
1391;Bondowoso TV;Televisi;;;PT;Jawa Timur;"Kantor : Jl. Ahmad Yani No. 8-10, Kab. Bondowoso
Pemancar : Desa Sukorejo, Kec. Sumber Waringin, Kab. Bondowoso";;;;Terverifikasi Administrasi;2018-09-04
1392;Metro TV Jawa Timur;Televisi;;;PT;Jawa Timur;"Jl. Ketampon, Ruko Permata Bintaro, Kav.118-123, Kel. Tegalsari, Kec. Tegalsari.
Pemancar : Jl. Sambisari 3 No. 5, Kec. Lontar, Kota Surabaya, Prov. Jawa Timur";;;;Terverifikasi Administrasi;2018-09-04
1393;JP Vision;Televisi;;;PT;Jawa Timur;Jl. A. YANI NO 88 KEL. KETINTANG, KEC. GAYUNGAN, KOTA SURABAYA, PROV. JAWA TIMUR;;;;Terverifikasi Administrasi;2018-09-04
1394;Media Visual;Televisi;;;PT;Jawa Timur;Jl. Kapten Ilyas No.7, RT 02, RW. 02, Kel. Singonegaran, Kec. Banyuwangi, Kab. Banyuwangi, Prov. Jawa Timur;;;;Terverifikasi Administrasi;2018-09-04
1395;Lumajang Vision;Televisi;;;PT;Jawa Timur;Jl. Kyai Ilyas No.143B, Citrodiwangsan;;;;Terverifikasi Administrasi;2018-09-04
1396;Hikmah Vision;Televisi;;;PT;Jawa Timur;Jl. Jembatan Mesem Pangaporan, Kel. Plakpak, Kec. Pegantenan;;;;Terverifikasi Administrasi;2018-09-04
1397;Mojo Media Vision;Televisi;;;PT;Jawa Timur;Jl. Nangka No.66, Kel. Wates, Kec. Magersari, Kota Mojokerto, Prov. Jawa Timur;;;;Terverifikasi Administrasi;2018-09-04
1398;Java Vision;Televisi;;;PT;Jawa Timur;Kantor : Jl. Kawi Ruko Mojoroto No. 6, Kel. Mojoroto, Kec. Mojoroto, Kota Kediri, Prov. Jawa Timur d/h Jl. Kawi, Ruko Mojoroto Indah A-8, Kel. Mojoroto, Kec. Mojoroto, Kab. Kediri;;;;Terverifikasi Administrasi;2018-09-04
1399;Radio Suara Surabaya;Radio;;;PT;Jawa Timur;Jl. Wonokitri Besar 40 C Surabaya;(031) 5683040;;;Terverifikasi Administrasi dan Faktual;2018-09-04
1400;JTV;Televisi;;;PT;Jawa Timur;"Kompleks Graha Pena Surabaya
Jl. Ahmad Yani No. 88 Surabaya";031-8202170;;;Terverifikasi Administrasi dan Faktual;2018-09-04
1401;Harian Surya;Cetak;;;PT;Jawa Timur;Jl. Rungkul Industri III No. 69 & 70 Surabaya;031-841900;;;Terverifikasi Administrasi dan Faktual;2018-09-04
1402;SBO TV;Televisi;;;PT;Jawa Timur;Jl. A. Yani 88 Gedung Graha Pena Lt. 21 Ketintang, Gayungan Surabaya;031-8202071;korlipsbotv@gmail.com;sbo.co.id;Terverifikasi Administrasi dan Faktual;2018-09-04
1403;KCTV;Televisi;;;PT;Kalimantan Barat;Jl. Abdurrahman Saleh Gg. Pembangunan No.9, Kel. Bangka Belitung Laut, Kec. Pontianak Tenggara, Kota Pontianak;;;;Terverifikasi Administrasi;2018-09-04
1404;Khatulistiwa TV;Televisi;;;PT;Kalimantan Barat;Jl. Abdullah Kav.14 KOMP. MK TV, Kel. Tanjung Hulu, Kec. Pontianak Timur;;;;Terverifikasi Administrasi;2018-09-04
1405;tvOne Pontianak;Televisi;;;PT;Kalimantan Barat;Jl. Ahmad Yani No.06, Kel. Benua Melayu Barat, Kec. Pontianak Selatan, Kota Pontianak;;;;Terverifikasi Administrasi;2018-09-04
1406;GTV Pontianak;Televisi;;;PT;Kalimantan Barat;;;;;Terverifikasi Administrasi;2018-09-04
1407;Trans TV Pontianak;Televisi;;;PT;Kalimantan Barat;Alamat Pemancar : Jl. Karya Baru, Kel. Parit Tokaya, Kec. Pontianak Selatan, Kota Pontianak;;;;Terverifikasi Administrasi;2018-09-04
1408;Trans 7 Pontianak;Televisi;;;PT;Kalimantan Barat;Jl. Karya Baru, Gg. Karya Baru I, Parit Tokaya, Pontianak Selatan;;;;Terverifikasi Administrasi;2018-09-04
1409;Metro TV Pontianak;Televisi;;;PT;Kalimantan Barat;Jl. Abdurrahman Saleh Gg. Ilham, Kel. Bangka Belitung Laut, Kec. Pontianak Tenggara;;;;Terverifikasi Administrasi;2018-09-04
1410;TV B;Televisi;;;PT;Kalimantan Selatan;Jl. As Musyaffa No.16 (Gdg. Hj Djok Mentaya Lt.3), Kel. Sungai Lulut, Kec. Banjarmasin Timur, Kota Banjarmasin;;;;Terverifikasi Administrasi;2018-09-04
1411;Banjar TV;Televisi;;;PT;Kalimantan Selatan;Jl. Gatot Subroto Raya No.8C, Banjarmasin Timur;;;;Terverifikasi Administrasi;2018-09-04
1412;Bchannel Banjarmasin/ dh. Barito Channel;Televisi;;;PT;Kalimantan Selatan;Jl. Ahmad Yani KM 1 No.23D, Sungai Baru, Banjarmasin Tengah;;;;Terverifikasi Administrasi;2018-09-04
1413;Borneo TV;Televisi;;;PT;Kalimantan Selatan;Jl. C Bangas No.11 Lt.3, Langkai, Pahandut;;;;Terverifikasi Administrasi;2018-09-04
1414;tvOne Banjarmasin;Televisi;;;PT;Kalimantan Selatan;Jl. Ahmad Yani KM 6, Kota Banjarmasin;;;;Terverifikasi Administrasi;2018-09-04
1415;Indosiar Banjarmasin;Televisi;;;PT;Kalimantan Selatan;Jl. Cemara Angsana II No.35, RT.24;;;;Terverifikasi Administrasi;2018-09-04
1416;Trans TV Banjarmasin;Televisi;;;PT;Kalimantan Selatan;Jl. Pramuka, Komplek Semanda I, No.26 RT.20, Kel. Sungai Lulut, Kec. Banjarmasin Timur;;;;Terverifikasi Administrasi;2018-09-04
1417;Global TV;Televisi;;;PT;Kalimantan Selatan;Jl. Pramuka, Komplek Semanda I, No.30 RT/RW 20/30, Kel. Sungai Lulut, Kec. Banjarmasin Timur;;;;Terverifikasi Administrasi;2018-09-04
1418;Metro TV Kalsel;Televisi;;;PT;Kalimantan Selatan;Jl. Pramuka Rt.20, Kel. Sungai Lulut, Kec. Banjarmasin Timur;;;;Terverifikasi Administrasi;2018-09-04
1419;Amaco Media;Televisi;;;PT;Kalimantan Selatan;Jl. Intan 1 No.7/9, Komp. Amaco Banjarbaru;;;;Terverifikasi Administrasi;2018-09-04
1420;Anggrek Vision;Televisi;;;PT;Kalimantan Selatan;Jl. Anggrek 6 kiri No.94 RT.05, Kel. Pemetaan, Kec. Purung Pundak, Kab. Tabalog;;;;Terverifikasi Administrasi;2018-09-04
1421;Karias TV;Televisi;;;PT;Kalimantan Selatan;Jl. Abdul Aziz RT.02 No.30, Kel. Sungai Karias, Kec. Amuntai Tengah;;;;Terverifikasi Administrasi;2018-09-04
1422;Gamasi Vision;Televisi;;;PT;Kalimantan Selatan;Jl. KARYA STHIL No.01 RT/RW 01/01, Kel. Kampung Baru, Kec. Simpang Empat;;;;Terverifikasi Administrasi;2018-09-04
1423;Maxima Vision;Televisi;;;PT;Kalimantan Selatan;Jl. Gatot Subroto No.7A RT.26, Kel. Sungai Lulut, Kec. Banjarmasin Timur;;;;Terverifikasi Administrasi;2018-09-04
1424;Selidah & Perseda Vision;Televisi;;;PT;Kalimantan Selatan;"Kantor, Pengendali, Headend :
Jl. Gusti Seman No.10, RT.24, Kel. Ulu Banteng, Kec. Marabahan";;;;Terverifikasi Administrasi;2018-09-04
1425;Oedien's Vision;Televisi;;;PT;Kalimantan Selatan;"Kantor, Pengendali, Headend :
Jl. Taman Melati No.19B RT.02 RW.01, Kel. Semayap, Kec. Pulau Laut Utara";;;;Terverifikasi Administrasi;2018-09-04
1426;Tibung Raya Multimedia;Televisi;;;PT;Kalimantan Selatan;Jl. Jend. Sudirman No.29 RT.07, Kel. Tibung Raya, Kec. Kandangan;;;;Terverifikasi Administrasi;2018-09-04
1427;Oggi Vision;Televisi;;;PT;Kalimantan Selatan;Jl. Lambung Mangkurat, RT.04 No.74, Kel. Palampitan Hilir Utara, Kec. Amuntai Tengah;;;;Terverifikasi Administrasi;2018-09-04
1428;Kapuas Vision;Televisi;;;PT;Kalimantan Selatan;Jl. Keruin Gg.IV No. 38 Ujung, Kel. Selat Dalam, Kec. Selat;;;;Terverifikasi Administrasi;2018-09-04
1429;ANTV Palangkaraya;Televisi;;;PT;Kalimantan Tengah;Jl. DI Panjaitan No.1, RT.2/1, Kel. Palangkaraya, Kec. Jekan Raya, Kota Palangkaraya, Kalteng;;;;Terverifikasi Administrasi;2018-09-04
1430;Fiesta TV;Televisi;;;PT;Kalimantan Tengah;Jl. RTA. Milono KM.4,5, RT.04/RW.13, Kel. Langkai, Kec. Pahandut;;;;Terverifikasi Administrasi;2018-09-04
1431;Trans TV Palangkaraya;Televisi;;;PT;Kalimantan Tengah;Jl. Tumenggung Tilung XI, Kel. Menteng, Kec. Jetang Raya;;;;Terverifikasi Administrasi;2018-09-04
1432;Trans 7 Palangkaraya;Televisi;;;PT;Kalimantan Tengah;Jl. Tumenggung Tilung XI, Kel. Menteng, Kec. Jetang Raya;;;;Terverifikasi Administrasi;2018-09-04
1433;Global TV Palangkaraya;Televisi;;;PT;Kalimantan Tengah;Jl. Tumenggung Tilung XIII No.20 RT.01/RW.VIII, Kel. Jekan Raya, Kec. Jekan Raya;;;;Terverifikasi Administrasi;2018-09-04
1434;TPI Palangkaraya;Televisi;;;PT;Kalimantan Tengah;;;;;Terverifikasi Administrasi;2018-09-04
1435;Hayat TV;Televisi;;;PT;Kalimantan Tengah;Jl. H.M. Arsyad No. 5, Kel. Mentawa Baru Hulu, Kec, M.B Ketapang;;;;Terverifikasi Administrasi;2018-09-04
1436;Mandiri;Televisi;;;PT;Kalimantan Tengah;Jl. Temanggung Tandang No. 34, Kel Langkai, Kec. Pahandut;;;;Terverifikasi Administrasi;2018-09-04
1437;Sylva Vision;Televisi;;;PT;Kalimantan Tengah;Jl. A. Yani RT. 1, RW. II, Kel. Beriwit, Kec. Murung;;;;Terverifikasi Administrasi;2018-09-04
1438;Handep Cable Network Entertainment;Televisi;;;PT;Kalimantan Tengah;Jl. HANKAM RAYA I NO. 147, Kel. Kasongan Lama, Kec. Katingan;;;;Terverifikasi Administrasi;2018-09-04
1439;Batara TV;Televisi;;;PT;Kalimantan Tengah;Jl. Sumbawa No.11 RT.08, Kel. Melayu, Kec. Teweh Tengah, Kab. Barito Utara;;;;Terverifikasi Administrasi;2018-09-04
1440;Sukamara Barinjam TV/SBTV;Televisi;;;PT;Kalimantan Tengah;Jl. Cilik Riwut, Kel. Mendawai, Kec. Sukamara, Kab. Sukamara;;;;Terverifikasi Administrasi;2018-09-04
1441;LMTV;Televisi;;;PT;Kalimantan Tengah;Jl. JC Rangkap, Kel. Naga Bulik, Kec. Bulik, Kab. Lamandau;;;;Terverifikasi Administrasi;2018-09-04
1442;LNG TV;Televisi;;;PT;Kalimantan Timur;Jl. Raya Kutai, Komplek Town Center PT. BADAK NGL, Kel. Satimpo, Kec. Bontang Selatan;;;;Terverifikasi Administrasi;2018-09-04
1443;tvOne Samarindo;Televisi;;;PT;Kalimantan Timur;Jl. Dwikora RT.36, Kel. Masjid, Kec. Samarinda Seberang, Kota Samarinda, Prov. Kalimantan Timur;;;;Terverifikasi Administrasi;2018-09-04
1444;Trans TV Samarinda;Televisi;;;PT;Kalimantan Timur;Jl. Dwikora-Gunung Lampu RT.36, Kel. Mesjid, Kec. Samarinda Seberang, Kota Samarinda;;;;Terverifikasi Administrasi;2018-09-04
1445;Trans7 Samarinda;Televisi;;;PT;Kalimantan Timur;Jl. Dwikora Gunung Lampu RT.022/RW.007, Kel. Mesjid, Kec. Samarinda Seberang;;;;Terverifikasi Administrasi;2018-09-04
1446;Indosiar Balikpapan;Televisi;;;PT;Kalimantan Timur;Jalan Bonto Bulaeng RT.01/RW.01 No.14 Kel. Repeater Polda Kaltim Kec. Sumbr Rejo;;;;Terverifikasi Administrasi;2018-09-04
1447;Metro TV Kaltim;Televisi;;;PT;Kalimantan Timur;Jl. Mangku Jenang Rt.12 Simpang Pasir Palaran, Kota Samarinda;;;;Terverifikasi Administrasi;2018-09-04
1448;Surya Kabel;Televisi;;;PT;Kalimantan Timur;Jl. Imam Bonjol No. 13, Melayu, Tenggarong;;;;Terverifikasi Administrasi;2018-09-04
1449;Mitra Channel;Televisi;;;PT;Kalimantan Timur;Jl. Jend. Sudirman Rt. 008 No. 08, Klandasan Ulu, Balikpapan Selatan;;;;Terverifikasi Administrasi;2018-09-04
1450;Mahakam Vision;Televisi;;;PT;Kalimantan Timur;JL. Gatot Subrota NO. 90A, Kel Bandara, Kec Samarinda Utara;;;;Terverifikasi Administrasi;2018-09-04
1451;Grogot Vision;Televisi;;;PT;Kalimantan Timur;Alamat Kantor, Sta. Pengendali Dan HeadEnd : Jl. P. Singa Maulana Gg. Cempaka, Kel. Tanah Grogot, Kec. Tanah Grogot, Kab. Paser, Kalimantan Timur;;;;Terverifikasi Administrasi;2018-09-04
1452;SPT;Televisi;;;PT;Kalimantan Timur;Jl. Ranggaina RT.39 No.44, Kel. Karang Anyar, Kec. Tarakan Barat, Kota Tarakan;;;;Terverifikasi Administrasi;2018-09-04
1453;Borneo Vision;Televisi;;;PT;Kalimantan Timur;Jl. Soekarno Hatta No.1 Plaza Rapak RC.20, Kel. Rapak, Kec. Balikpapan,Balikpapan;;;;Terverifikasi Administrasi;2018-09-04
1454;Bu Ka CaTV;Televisi;;;PT;Kalimantan Timur;Jl. Bunga Matahari no.32, Klandasa Ilir, Balikpapan Selatan;;;;Terverifikasi Administrasi;2018-09-04
1455;Tepian Cable;Televisi;;;PT;Kalimantan Timur;Jl. Pangeran Antasari No. 79, Air Putih, Samarinda Ulu;;;;Terverifikasi Administrasi;2018-09-04
1456;Balikpapan TV;Televisi;;;PT;Kalimantan Timur;Jln.Soekarno Hatta Km 3,5 Balikpapan;0542 734998;;;Terverifikasi Administrasi dan Faktual;2018-09-04
1457;batamnews.co.id;Siber;;;PT;Kepulauan Riau;Jl. Timor Blok D No. 15, Bengkong Dalam, Batam;081260927388;bangindrawan@gmail.com;www.batamnews.co.id;Terverifikasi Administrasi dan Faktual;2018-09-04
1458;mediakepri.co.id;Siber;;;PT;Kepulauan Riau;Komplek Glory View, Blok C No 10, Batam Centre, Batam;08117012027;redaksimediakepri@gmail.com;www.mediakepri.co.id;Terverifikasi Administrasi dan Faktual;2018-09-04
1459;wartakepri.co.id;Siber;;;PT;Kepulauan Riau;"Kawasan Kota Mandiri Mall Botania 2 Blok E5
Kecamatan Batam Kota â€“ Kota Batam";085264400989;wartakeprionline@gmail.com;www.wartakepri.co.id;Terverifikasi Administrasi dan Faktual;2018-09-04
1460;batamclick.com;Siber;;;PT;Kepulauan Riau;"Kawasan Kota Mandiri Mall Botania 2 Blok E5
Kecamatan Batam Kota â€“ Kota Batam";0823 8482 6007;batamclcik@gmail.com;www.batamclick.com;Terverifikasi Administrasi dan Faktual;2018-09-04
1461;Siger TV;Televisi;;;PT;Lampung;Jl. Radin Imba Kesuma Ratu, Beringin Raya, Kemiling;;;;Terverifikasi Administrasi;2018-09-04
1462;Tegar TV;Televisi;;;PT;Lampung;Jl. Zaenal Abidin Pagar Alam No.12, Kel. Labuhan Ratu, Kec. Kedaton, Kota Bandar Lampung, Lampung;;;;Terverifikasi Administrasi;2018-09-04
1463;Bchannel Lampung/dh. Krakatau TV;Televisi;;;PT;Lampung;Jl. Pangeran Antasari No. 142, Kel. Tanjung Baru, Kec. Sukabumi;;;;Terverifikasi Administrasi;2018-09-04
1464;ANTV Lampung;Televisi;;;PT;Lampung;Jl. Perumka No.10 RT.03, LK.01, Desa Sukadanaham, Kec. Tanjung Karang Barat;;;;Terverifikasi Administrasi;2018-09-04
1465;Trans TV Lampung;Televisi;;;PT;Lampung;;;;;Terverifikasi Administrasi;2018-09-04
1466;Indosiar Lampung;Televisi;;;PT;Lampung;;;;;Terverifikasi Administrasi;2018-09-04
1467;Metro TV Lampung;Televisi;;;PT;Lampung;"Kantor : Jl. Ahmad Yani No.7, Kel. Palapa, Kec. Tanjung Karang Pusat, Kota Bandar Lampung
Pemancar : Jl. Hutan Raya wan Abdurahman, Desa Buladu, Kec. Gunung Batung";;;;Terverifikasi Administrasi;2018-09-04
1468;Trans 7 Lampung;Televisi;;;PT;Lampung;;;;;Terverifikasi Administrasi;2018-09-04
1469;TPI Bandar Lampung;Televisi;;;PT;Lampung;;;;;Terverifikasi Administrasi;2018-09-04
1470;GTV Lampung;Televisi;;;PT;Lampung;;;;;Terverifikasi Administrasi;2018-09-04
1471;Kupas Tuntas;Cetak;;;PT;Lampung;Jl. Turi Raya Gang Perintis No.101, Kec Tanjung Senang, Bandarlampung;0721-773331;redaksi_kupastuntas@yahoo.co.id;;Terverifikasi Administrasi dan Faktual;2018-09-04
1472;Molluca TV;Televisi;;;PT;Maluku;Jl. Inatuni x no.8, Amantelu, Sirimau;;;;Terverifikasi Administrasi;2018-09-04
1473;Trans TV Ambon;Televisi;;;PT;Maluku;JL. JATI BESAR, Kel JATI, Kec TERNATE SELATAN;;;;Terverifikasi Administrasi;2018-09-04
1474;ANTV Ambon;Televisi;;;PT;Maluku;Jl. Telaga Raja RT.007/01, Kel. Batu Gajah, Kec. Sirimau;;;;Terverifikasi Administrasi;2018-09-04
1475;TPI Lintas Ambon;Televisi;;;PT;Maluku;"Alamat Pemancar:
Jl. Gunung Nona, Bukit Gresir, Kramat Jaya, Kec. Nusaniwe Ambon";;;;Terverifikasi Administrasi;2018-09-04
1476;Bchannel Ambon/ dh. Panorama TV;Televisi;;;PT;Maluku;Jl. Telaga Raya RT.005 RW.01, Kel. Batu Gajah, Kec. Sirimau, Kota Ambon;;;;Terverifikasi Administrasi;2018-09-04
1477;Indosiar Ambon;Televisi;;;PT;Maluku;Jl. Rijali No.45 RT.005/04, Kel. Karang Panjang;;;;Terverifikasi Administrasi;2018-09-04
1478;Metro TV Maluku;Siber;;;PT;Maluku;Jl. Bambu, Kel. Kuda Mati, Kec. Musaniwe, Kab. Ambon;;;;Terverifikasi Administrasi;2018-09-04
1479;TV Kabel Thunggal;Televisi;;;PT;Maluku;Jl. Listrik Negara No.18A, Kel. Batu Gajah, Kec. Sirimau;;;;Terverifikasi Administrasi;2018-09-04
1480;Radio DMS;Radio;;;PT;Maluku;Jl. A.Y. Patty No. 21 Lantai II;0911-353325;erick@radiodms.com;;Terverifikasi Administrasi dan Faktual;2018-09-04
1481;Gamalama TV;Televisi;;;PT;Maluku Utara;Jl. Hasan Boesoeri No.500, Kel. Gamalama, Kec. Kota Ternate Selatan;;;;Terverifikasi Administrasi;2018-09-04
1482;Trans TV Ternate;Televisi;;;PT;Maluku Utara;Jl. Jati, Kel. Jati, Kec. Ternate Selatan;;;;Terverifikasi Administrasi;2018-09-04
1483;ANTV Mataram;Televisi;;;PT;Nusa Tenggara Barat;JL. PANJI TILAR NEGARA NO.65 KEKALIK, KEL KEKALIK JAYA, kec SEKARBELA;;;;Terverifikasi Administrasi;2018-09-04
1484;Trans 7 mataram;Televisi;;;PT;Nusa Tenggara Barat;Jl. Bung Karno No.22, Mataram Timur, Mataram;;;;Terverifikasi Administrasi;2018-09-04
1485;Lombok TV;Televisi;;;PT;Nusa Tenggara Barat;Jl. Panji Tilar Negara no.65, Tanjung Karang, Ampenan;;;;Terverifikasi Administrasi;2018-09-04
1486;tvOne Lombok;Televisi;;;PT;Nusa Tenggara Barat;Kec. Gerung, Kota Lombok Barat;;;;Terverifikasi Administrasi;2018-09-04
