"Bab";"Topik";"Pasal";"Deskripsi"
"Bab IV";"Pelanggaran Mengenai Asal-Usul Dan Perkawinan";"Pasal 529";"Barang siapa tidak memenuhi kewajibannya menurut undang-undang untuk melaporkan 
pada pejabat Catatan Sipil atau perantaranya tentang kelahiran dan kematian, 
diancam dengan pidana denda paling banyak seribu lima ratus rupiah. 
"
"Bab IV";"Pelanggaran Mengenai Asal-Usul Dan Perkawinan";"Pasal 530";"(1) Seorang petugas agama yang melakukan upacara perkawinan, yang hanya dapat 
dilangsungkan di hadapan pejabat Catatan Sipil, sebelum dinyatakan padanya bahwa 
pelangsungan di muka pejabat itu sudah dilakukan, diancam dengan pidana denda 
paling banyak empat ribu lima ratus rupiah. 
(2) Jika ketika melakukan pelanggaran belum lewat dua tahun sejak adanya 
pemidanaan yang menjadi tetap karena pelanggaran sama, pidana denda dapat 
diganti dengan pidana kurungan paling lama dua bulan.
"
"Bab V";"Pelanggaran Terhadap Orang Yang Memerlukan Pertolongan";"Pasal 531";"Barang siapa ketika menyaksikan bahwa ada orang yang sedang menghadapi maut 
tidak memberi pertolongan yang dapat diberikan padanya tanpa selayaknya 
menimbulkan bahaya bagi dirinya atau orang lain, diancam, jika kemudian orang 
itu meninggal, dengan pidana kurungan paling lama tiga bulan atau pidana denda 
paling banyak empat ribu lima ratus rupiah.
"
"Bab VI";"Pelanggaran Kesusilaan";"Pasal 532";"Diancam dengan pidana kurungan paling lama tiga hari atau pidana denda paling 
banyak dua ratus dua puluh lima rupiah: 
1. barang siapa di muka umum menyanyikan lagu-lagu yang melanggar kesusilaan; 
2. barang siapa di muka umum mengadakan pidato yang melanggar kesusilaan; 
3. barang siapa di tempat yang terlihat dari jalan umum mengadakan tulisan atau 
gambaran yang melanggar kesusilaan. 
"
"Bab VI";"Pelanggaran Kesusilaan";"Pasal 533";"Diancam dengan pidana kurungan paling lama dua bulan atau pidana denda paling 
banyak tiga ribu rupiah: 
1. barang siapa di tempat untuk lalu lintas umum dengan terang-terangan 
mempertunjukkan atau menempelkan tulisan dengan judul, kulit, atau isi yang 
dibikin terbaca, maupun gambar atau benda, yang mampu membangkitkan nafsu birahi 
para remaja; 
2. barang siapa di tempat untuk lalu lintas umum dengan terang-terangan 
memperdengarkan isi tulisan yang mampu membangkitkan nafsu birahi para remaja; 
3. barang siapa secara terang-terangan atau tanpa diminta menawarkan suatu 
tulisan, gambar atau barang yang dapat merangsang nafsu berahi para remaja 
maupun secara terang-terangan atau dengan menyiarkan tulisan tanpa diminta, 
menunjuk sebagai bisa didapat, tulisan atau gambar yang dapat membangkitkan 
nafsu berahi para remaja; 
4. barang siapa menawarkan, memberikan untuk terus atau sementara waktu, 
menyerahkan atau memperlihatkan gambar atau benda yang demikian, pada seorang 
belum dewasa dan di bawah umur tujuh belas tahun; 
5. barang siapa memperdengarkan isi tulisan yang demikian di muka seorang yang 
belum dewasa dan dibawah umur tujuh belas tahun. 
"
"Bab VI";"Pelanggaran Kesusilaan";"Pasal 534";"Barang siapa secara terang-terangan mempertunjukkan sesuatu sarana untuk 
mencegah kehamilan maupun secara terang-terangan atau tanpa diminta menawarkan, 
ataupun secara terang-terangan atau dengan menyiarkan tulisan tanpa diminta, 
menunjuk sebagai bisa didapat, sarana atau perantaraan (diensten) yang demikian 
itu, diancam dengan pidana kurungan paling lama dua bulan atau pidana denda 
paling banyak tiga ribu rupiah. 
"
"Bab VI";"Pelanggaran Kesusilaan";"Pasal 536";"(1) Barang siapa terang dalam keadaan mabuk berada di jalan umum, diancam dengan 
pidana denda paling banyak dua ratus dua puluh lima rupiah. 
(2) Jika ketika melakukan pelanggaran belum lewat satu tahun sejak adanya 
pemidanaan yang menjadi tetap karena pelanggaran yang sama atau yang dirumuskan 
dalam pasal 492, pidana denda dapat diganti dengan pidana kurungan paling lama 
tiga hari. 
(3) Jika terjadi pengulangan kedua dalam satu tahun setelah pemidanaan pertama 
berakhir dan menjadi tetap, dikenakan pidana kurungan paling lama dua minggu. 
(4) Pada pengulangan ketiga kalinya atau lebih dalam satu tahun, setelah 
pemidanaan yang kemudian sekali karena pengulangan kedua kalinya atau lebih 
menjadi tetap, dikenakan pidana kurungan paling lama tiga bulan. 
"
"Bab VI";"Pelanggaran Kesusilaan";"Pasal 537";"Barang siapa di luar kantin tentara menjual atau memberikan minuman keras atau 
arak kepada anggota Angkatan Bersenjata di bawah pangkat letnan atau kepada 
istrinya, anak atau pelayan, diancam dengan pidana kurungan paling lama tiga 
minggu atau pidana denda paling tinggi seribu lima ratus rupiah. 
"
"Bab VI";"Pelanggaran Kesusilaan";"Pasal 538";"Penjual atau wakilnya yang menjual minuman keras yang dalam menjalankan 
pekerjaan memberikan atau menjual minuman keras atau arak kepada seorang anak di 
bawah umur enam belas tahun, diancam dengan pidana kurungan paling lama tiga 
minggu atau pidana denda paling tinggi empat ribu lima ratus rupiah. 
"
"Bab VI";"Pelanggaran Kesusilaan";"Pasal 539";"Barang siapa pada kesempatan diadakan pesta keramaian untuk umum atau 
pertunjukkan rakyat atau diselenggarakan arak-arakan untuk umum, menyediakan 
secara cuma-cuma minuman keras atau arak dan atau menjanjikan sebagai hadiah, 
diancam dengan pidana kurungan paling lama dua belas hari atau pidana denda 
paling tinggi tiga ratus tujuh puluh lima rupiah. 
"
"Bab VI";"Pelanggaran Kesusilaan";"Pasal 540";"(1) Diancam dengan pidana kurungan paling lama delapan hari atau pidana denda 
paling banyak dua ribu dua ratus lima puluh rupiah:
1. barang siapa menggunakan hewan untuk pekerjaan yang terang melebihi 
kekuatannya; 
2. barang siapa tanpa perlu menggunakan hewan untuk pekerjaan dengan cara yang 
menyakitkan atau yang merupakan siksaan bagi hewan tersebut; 
3. barang siapa menggunakan hewan yang pincang atau yang mempunyai cacat 
lainnya, yang kudisan, luka-luka atau yang jelas sedang hamil maupun sedang 
menyusui untuk pekerjaan yang karena keadaannya itu tidak sesuai atau yang 
menyakitkan maupun yang merupakan siksaan bagi hewan tersebut; 
4. barang siapa mengangkut atau menyuruh mengangkut hewan tanpa perlu dengan 
cara yang menyakitkan atau yang merupakan siksaan bagi hewan tersebut; 
5. barang siapa mengangkut atau menyuruh mengangkut hewan tanpa diberi atau 
disuruh beri makan atau minum. 
(2) Jika ketika melakukan pelanggaran belum lewat satu tahun setelah ada 
pemidanaan yang menjadi tetap karena pelanggaran yang sama karena salah satu 
pelanggaran pada pasal 302, dapat dikenakan pidana kurungan paling lama empat 
belas hari. 
"
"Bab VI";"Pelanggaran Kesusilaan";"Pasal 541";"(1) Diancam dengan pidana denda paling banyak dua ratus dua puluh lima rupiah; 
1. barang siap menggunakan sebagai kuda beban, tunggangan atau kuda penarik 
kereta padahal kuda tersebut belum tukar gigi atau kedua gigi dalamnya di rahang 
atas belum menganggit kedua gigi dalamnya di rahang bawah; 
2. barang siapa memasangkan pakaian kuda pada kuda tersebut dalam butir 1 atau 
mengikat maupun memasang kuda itu pada kendaraan atau kuda tarikan; 
3. barang siapa menggunakan sebagai kuda beban, tunggangan atau penarik kereta 
seekor kuda induk, dengan membiarkan anaknya yang belum tumbuh keenam gigi 
mukanya, mengikutinya. 
(2) Jika ketika melakukan pelanggaran belum lewat satu tahun setelah ada 
pemidanaan yang menjadi tetap karena pelanggaran yang sama atau yang berdasarkan 
pasal 540, ataupun karena kejahatan berdasarkan pasal 302, pidana denda dapat 
diganti dengan pidana kurungan paling lama tiga hari. 
"
"Bab VI";"Pelanggaran Kesusilaan";"Pasal 542";"Ditiadakan berdasarkan Undang-undang No. 7 Tahun 1974. 
"
"Bab VI";"Pelanggaran Kesusilaan";"Pasal 543";"Ditiadakan berdasarkan S.23 - 277, 352. 
"
"Bab VI";"Pelanggaran Kesusilaan";"Pasal 544";"(1) Barang siapa tanpa izin kepala polisi atau pejabat yang ditunjuk untuk itu 
mengadakan sabungan ayam atau jangkrik di jalan umum atau di pinggirnya, maupun 
di tempat yang dapat dimasuki oleh khalayak umum, diancam dengan pidana kurungan 
paling lama enam hari atau pidana denda paling banyak tiga ratus tujuh puluh 
lima rupiah. 
(2) Jika ketika melakukan pelanggaran belum lewat satu tahun sejak adanya 
pemidanaan yang menjadi tetap karena pelanggaran yang sama, pidananya dapat 
dilipatduakan. 
"
"Bab VI";"Pelanggaran Kesusilaan";"Pasal 545";"(1) Barang siapa menjadikan sebagai pencariannya untuk menyatakan peruntungan 
seseorang, untuk mengadakan peramalan atau penafsiran impian, diancam dengan 
pidana kurungan paling lama enam hari atau pidana denda paling banyak tiga ratus 
rupiah. 
(2) Jika ketika melakukan pelanggaran belum lewat satu tahun sejak adanya 
pemidanaan yang menjadi tetap karena pelanggaran yang sama, pidananya dapat 
dilipatduakan. 
"
"Bab VI";"Pelanggaran Kesusilaan";"Pasal 546";"Diancam dengan pidana kurungan paling lama tiga bulan atau pidana denda paling 
banyak empat ribu lima ratus rupiah: 
1. Diancam dengan pidana kurungan paling lama tiga bulan atau pidana denda 
paling banyak empat ribu lima ratus rupiah: 
2. barang siapa menjual, menawarkan, menyerahkan, membagikan atau mempunyai 
persediaan untuk dijual atau dibagikan jimat-jimat atau benda-benda yang 
dikatakan olehnya mempunyai kekuatan gaib; 
3. barang siapa mengajar ilmu-ilmu atau kesaktian-kesaktian yang bertujuan 
menimbulkan kepercayaan bahwa melakukan perbuatan pidana tanpa kemungkinan 
bahaya bagi diri sendiri. 
"
"Bab VI";"Pelanggaran Kesusilaan";"Pasal 547";"Seorang saksi, yang ketika diminta untuk memberi keterangan di bawah sumpah 
menurut ketentuan undang-undang, dalam sidang pengadilan memakai jimat-jimat 
atau benda- benda sakti, diancam dengan pidana kurungan paling lama sepuluh hari 
atau pidana denda paling banyak tujuh ratus lima puluh rupiah. 
"
"Bab VII";"Pelanggaran Mengenai Tanah, Tanaman Dan Pekarangan";"Pasal 548";"Barang siapa tanpa wenang membiarkan unggas ternaknya berjalan di kebun, di 
tanah yang sudah ditaburi, ditugali atau ditanami, diancam dengan pidana denda 
paling banyak dua ratus dua puluh lima rupiah. 
"
"Bab VII";"Pelanggaran Mengenai Tanah, Tanaman Dan Pekarangan";"Pasal 549";"(1) Barang siapa tanpa wenang membiarkan ternaknya berjalan di kebun, di padang 
rumput atau di ladang rumput atau di padang rumput kering, baik di tanah yang 
telah ditaburi, ditugali atau ditanami atau yang hasilnya belum diambil, ataupun 
di tanah kepunyaan orang lain oleh yang berhak dilarang dimasuki dan sudah 
diberi tanda larangan yang nyata bagi pelanggar, diancam dengan pidana denda 
paling banyak tiga ratus tujuh puluh lima rupiah. 
(2) Ternak yang menyebabkan pelanggaran, dapat dirampas. 
(3) Jika ketika melakukan pelanggaran belum lewat satu tahun sejak adanya 
pemidanaan yang menjadi tetap karena pelanggaran yang sama, pidana denda dapat 
diganti dengan pidana kurungan paling lama empat belas hari. 
"
"Bab VII";"Pelanggaran Mengenai Tanah, Tanaman Dan Pekarangan";"Pasal 550";"Barang siapa tanpa wenang berjalan atau berkendaraan di tanah yang sudah 
ditaburi, ditugali atau ditanami, diancam dengan pidana denda paling banyak dua 
ratus dua puluh lima rupiah. 
"
"Bab VII";"Pelanggaran Mengenai Tanah, Tanaman Dan Pekarangan";"Pasal 551";"Barang siapa tanpa wenang, berjalan atau berkendaraan di atas tanah yang oleh 
pemiliknya dengan cara jelas dilarang memasukinya, diancam dengan pidana denda 
paling banyak dua ratus dua puluh lima rupiah.
"
"Bab VIII";"Pelanggaran Jabatan";"Pasal 552";"Seorang pejabat yang berwenang mengeluarkan salinan atau petikan putusan 
pengadilan, jika mengeluarkan salinan atau petikan demikian itu sebelum putusan 
ditandatangani sebagaimana mestinya, diancam dengan pidana denda paling banyak 
tujuh ratus lima puluh rupiah.
"
"Bab VIII";"Pelanggaran Jabatan";"Pasal 553";"Ditiadakan berdasarkan S. 35 - 576; lihat pasal 528.
"
"Bab VIII";"Pelanggaran Jabatan";"Pasal 554";"Diancam dengan pidana kurungan paling lama dua bulan atau pidana denda paling 
banyak empat ribu lima ratus rupiah, seorang bekas pejabat yang tanpa izin 
penguasa yang berwenang menahan surat-surat jabatan.
"
"Bab VIII";"Pelanggaran Jabatan";"Pasal 555";"Diancam dengan pidana kurungan paling lama satu bulan atau pidana denda paling 
banyak dua ribu dua ratus lima puluh rupiah kepala lembaga pemasyarakatan, 
tempat menahan orang tahanan sementara atau orang yang disandera, atau kepala 
rumah pendidikan negara atau rumah sakit jiwa, yang menerima atau menahan orang 
dalam tempat itu dengan tidak meminta diperlihatkan kepadanya lebih dahulu surat 
perintah penguasa yang berwenang, atau putusan pengadilan, atau yang alpa 
menuliskan menurut aturan dalam daftar hal penerimaan itu dan perintah atau 
keputusan yang menjadi alasan orang itu diterima.
"
"Bab VIII";"Pelanggaran Jabatan";"Pasal 556";"Seorang pejabat catatan sipil yang sebelum melangsungkan perkawinan tidak minta 
diberikan padanya bukti-bukti atau keterangan-keterangan yang diharuskan menurut 
aturan-aturan umum, diancam dengan pidana denda paling banyak empat ribu lima 
ratus rupiah.
"
"Bab VIII";"Pelanggaran Jabatan";"Pasal 557";"Diancam dengan pidana denda paling banyak seribu lima ratus rupiah:
1. seorang pejabat catatan sipil yang bertindak berlawanan dengan ketentuan 
aturan- aturan umum mengenai register atau akta catatan sipil, mengenai tata 
cara sebelumnya perkawinan atau pelaksanaan perkawinan;
2. setiap orang lain penyimpan register itu yang bertindak berlawanan dengan 
ketentuan aturan-aturan umum mengenai regiter dan akta catatan sipil.
"
"Bab VIII";"Pelanggaran Jabatan";"Pasal 557a";"Seorang perantara catatan sipil yang bertindak berlawanan dengan ketentuan 
reglemen pemeliharaan register catatan sipil orang-orang Cina diancam dengan 
denda paling banyak tujuh ratus lima puluh rupiah.
"
"Bab VIII";"Pelanggaran Jabatan";"Pasal 558";"Seorang pejabat catatan sipil yang tidak memasukkan suatu akta dalam register 
atau menuliskan suatu akta di atas kertas lepas, diancam dengan pidana denda 
paling banyak empat ribu lima ratus rupiah.
"
"Bab VIII";"Pelanggaran Jabatan";"Pasal 558a";"Seorang perantara catatan sipil yang tidak membikin akta daripada suatu 
pemberitahuan kepadanya menurut ketentuan tentang pemeliharaan register catatan 
sipil bagi orang- orang Cina, atau menuliskan suatu akta di kertas lepas, 
diancam dengan pidana denda paling banyak dua ribu dua ratus lima puluh rupiah.
"
"Bab VIII";"Pelanggaran Jabatan";"Pasal 559";"Diancam dengan pidana denda paling banyak seribu lima ratus rupiah:
1. seorang pejabat catatan sipil yang tidak melaporkan kepada penguasa yang 
berwenang sebagaimana diharuskan oleh ketentuan undang-undang;
2. seorang pejabat yang tidak melaporkan kepada pejabat catatan sipil, 
sebagaimana diharuskan oleh ketentuan undang-undang.
"
"Bab IX";"Pelanggaran Pelayaran";"Pasal 560";"Seorang nakoda kapal Indonesia yang berangkat sebelum dibikin dan ditandatangani 
daftar anak buah yang diharuskan oleh ketentuan undang-undang, diancam dengan 
pidana denda paling banyak seribu lima ratus rupiah.
"
"Bab IX";"Pelanggaran Pelayaran";"Pasal 561";"Seorang nakoda kapal Indonesia yang tidak mempunyai di kapalnya kertas-kertas 
kapal, buku-buku dan surat-surat yang diharuskan oleh ketentuan undang-undang, 
diancam dengan pidana denda paling banyak seribu lima ratus rupiah.
"
"Bab IX";"Pelanggaran Pelayaran";"Pasal 562";"Diancam dengan pidana denda paling banyak empat ribu lima ratus rupiah:
1. seorang nakoda kapal Indonesia yang tidak menjaga supaya buku-buku harian di 
kapal dipelihara menurut aturan-aturan umum, atau tidak memperlihatkan buku-buku 
harian itu di mana dan apabila menurut ketentuan undang-undang itu diharuskan 
padanya;
2. seorang nakoda kapal Indonesia yang tidak memelihara register pidana yang 
diharuskan oleh aturan-aturan umum menurut ketentuan undang-undang, atau tidak 
memperlihatkannya di mana dan apabila menurut ketentuan undang-undang itu 
diharuskan padanya;
3. seorang nakoda kapal Indonesia yang jika register pidana tidak ada, tidak 
memberi keterangan kepada hakim sebagaimana diharuskan menurut ketentuan 
undang-undang;
4. seorang pengusaha pelayaran, pemegang buku atau nakoda kapal Indonesia yang 
menolak permintaan untuk memperlihatkan kepada yang berkepentingan buku-buku 
harian yang dipelihara di kapalnya, atau menolak untuk memberi salinan dari 
buku-buku itu, dengan membayar biayanya.
"
"Bab IX";"Pelanggaran Pelayaran";"Pasal 563";"Seorang nakoda kapal Indonesia yang tidak mencukupi kewajibannya menurut undang- 
undang mengenai pencatatan dan pemberitahuan kelahiran dan kematian selama 
perjalanannya, diancam dengan pidana denda paling banyak seribu lima ratus 
rupiah.
"
"Bab IX";"Pelanggaran Pelayaran";"Pasal 564";"Seorang nakoda atau anak buah yang tidak memperhatikan ketentuan undang-undang 
untuk mencegah tabrakan disebabkan karena kapalnya melanggar atau terdampar, 
diancam dengan pidana denda paling banyak empat ribu lima ratus rupiah.
"
"Bab IX";"Pelanggaran Pelayaran";"Pasal 565";"Barang siapa tanpa wewenang menggunakan suatu tanda pengenal walaupun dengan 
sedikit perubahan, menurut ketentuan undang-undang yang hanya boleh dipakai oleh 
kapal-kapal rumah sakit, sekoci-sekoci kapal-kapal yang demikian, maupun perahu- 
perahu yang digunakan untuk pekerjaan merawat orang sakit, diancam dengan pidana 
kurungan paling lama satu bulan atau pidana denda paling banyak empat ribu lima 
ratus rupiah.
"
